"Date","Price","Open","High","Low","Vol.","Change %"
"01/01/1988","90.34","85.67","90.81","85.33","","5.76%"
"12/01/1987","85.42","89.99","90.79","85.33","","-4.18%"
"11/01/1987","89.15","93.24","93.36","89.03","","-4.81%"
"10/01/1987","93.65","98.63","98.81","93.26","","-4.99%"
"09/01/1987","98.57","97.04","98.69","95.97","","1.28%"
"08/01/1987","97.32","99.77","101.74","96.95","","-2.48%"
"07/01/1987","99.79","98.03","100.23","97.97","","1.69%"
"06/01/1987","98.13","98.30","99.06","96.00","","0.37%"
"05/01/1987","97.77","95.83","97.91","94.75","","1.91%"
"04/01/1987","95.94","97.73","98.44","95.25","","-1.20%"
"03/01/1987","97.11","99.17","100.44","96.81","","-2.17%"
"02/01/1987","99.26","99.29","101.21","97.87","","-0.60%"
"01/01/1987","99.86","104.44","104.48","97.19","","-3.59%"
"12/01/1986","103.58","105.53","107.94","103.55","","-2.21%"
"11/01/1986","105.92","109.67","109.69","105.91","","-3.07%"
"10/01/1986","109.27","106.83","109.77","104.99","","2.37%"
"09/01/1986","106.74","106.76","108.98","104.92","","0.29%"
"08/01/1986","106.43","107.85","108.72","106.31","","-1.49%"
"07/01/1986","108.04","111.26","112.09","107.98","","-3.20%"
"06/01/1986","111.61","117.83","118.03","111.34","","-5.02%"
"05/01/1986","117.51","112.28","117.65","110.35","","5.14%"
"04/01/1986","111.77","117.78","121.16","110.76","","-5.22%"
"03/01/1986","117.92","114.94","118.71","113.66","","2.47%"
"02/01/1986","115.08","121.78","123.26","113.45","","-5.30%"
"01/01/1986","121.52","123.71","125.21","121.03","","-1.57%"
"12/01/1985","123.46","124.42","127.68","123.24","","-1.22%"
"11/01/1985","124.99","128.69","129.44","124.77","","-3.40%"
"10/01/1985","129.39","131.15","132.38","129.39","","-2.07%"
"09/01/1985","132.12","139.91","144.19","131.55","","-4.40%"
"08/01/1985","138.20","138.42","139.85","135.56","","0.68%"
"07/01/1985","137.26","146.44","146.61","137.26","","-6.06%"
"06/01/1985","146.12","146.94","149.41","145.92","","-1.18%"
"05/01/1985","147.86","151.57","154.52","147.06","","-1.23%"
"04/01/1985","149.70","150.65","153.16","144.83","","0.35%"
"03/01/1985","149.18","161.04","163.83","149.18","","-7.00%"
"02/01/1985","160.41","153.47","164.72","153.47","","5.04%"
"01/01/1985","152.72","152.23","153.89","151.80","","0.83%"
"12/01/1984","151.47","149.51","151.47","147.47","","1.51%"
"11/01/1984","149.21","144.76","149.21","142.32","","1.93%"
"10/01/1984","146.39","147.05","150.09","145.49","","-0.79%"
"09/01/1984","147.55","141.92","149.30","141.92","","5.15%"
"08/01/1984","140.33","141.71","141.71","139.01","","-0.68%"
"07/01/1984","141.29","136.70","141.29","136.70","","3.69%"
"06/01/1984","136.26","132.00","136.90","131.50","","1.92%"
"05/01/1984","133.69","132.95","135.06","132.10","","0.79%"
"04/01/1984","132.64","128.36","132.64","128.36","","3.45%"
"03/01/1984","128.22","128.68","129.97","126.18","","-0.02%"
"02/01/1984","128.25","134.65","134.65","128.25","","-5.36%"
"01/01/1984","135.51","133.19","136.15","133.19","","2.82%"
"12/01/1983","131.79","130.78","134.05","130.78","","0.88%"
"11/01/1983","130.64","129.23","131.36","128.90","","1.74%"
"10/01/1983","128.40","128.15","128.44","126.21","","0.04%"
"09/01/1983","128.35","130.74","130.77","128.35","","-1.90%"
"08/01/1983","130.84","129.68","131.94","128.09","","1.87%"
"07/01/1983","128.44","124.98","128.44","124.98","","2.80%"
"06/01/1983","124.94","124.68","126.21","124.25","","0.93%"
"05/01/1983","123.79","122.04","123.79","120.90","","1.14%"
"04/01/1983","122.39","122.27","122.43","121.14","","0.15%"
"03/01/1983","122.21","120.79","122.65","118.97","","1.55%"
"02/01/1983","120.35","120.99","122.28","118.02","","-0.64%"
"01/01/1983","121.12","116.97","121.12","115.43","","3.20%"
"12/01/1982","117.36","121.03","121.45","117.05","","-3.01%"
"11/01/1982","121.00","124.36","126.02","121.00","","-3.03%"
"10/01/1982","124.78","122.14","124.78","121.23","","2.11%"
"09/01/1982","122.20","120.03","122.76","118.78","","1.59%"
"08/01/1982","120.29","117.80","121.41","116.95","","1.04%"
"07/01/1982","119.05","119.33","121.06","116.12","","0.01%"
"06/01/1982","119.04","113.71","120.47","113.25","","5.54%"
"05/01/1982","112.79","111.51","112.79","109.70","","1.07%"
"04/01/1982","111.60","114.16","115.36","111.60","","-2.73%"
"03/01/1982","114.73","111.96","114.73","110.28","","2.50%"
"02/01/1982","111.93","109.32","111.93","109.14","","3.61%"
"01/01/1982","108.03","104.62","108.78","104.62","","3.19%"
"12/01/1981","104.69","103.65","106.46","103.37","","1.46%"
"11/01/1981","103.18","104.99","105.35","103.18","","-2.78%"
"10/01/1981","106.13","107.57","108.65","103.86","","-1.49%"
"09/01/1981","107.73","110.76","110.76","103.84","","-2.31%"
"08/01/1981","110.28","114.03","114.88","110.01","","-1.29%"
"07/01/1981","111.72","108.52","111.72","108.52","","3.72%"
"06/01/1981","107.71","104.99","108.47","104.99","","2.63%"
"05/01/1981","104.95","100.28","105.36","100.28","","4.48%"
"04/01/1981","100.45","96.28","100.45","96.28","","3.81%"
"03/01/1981","96.76","97.95","97.95","94.24","","-0.31%"
"02/01/1981","97.06","94.82","98.18","94.59","","1.91%"
"01/01/1981","95.24","90.51","95.24","88.95","","5.37%"
"12/01/1980","90.39","90.55","92.66","89.86","","0.42%"
"11/01/1980","90.01","88.64","90.12","88.43","","1.84%"
"10/01/1980","88.38","85.75","88.38","85.43","","2.74%"
"09/01/1980","86.02","85.19","86.29","85.08","","0.20%"
"08/01/1980","85.85","86.49","86.86","85.45","","-0.27%"
"07/01/1980","86.08","85.10","86.08","84.12","","1.03%"
"06/01/1980","85.20","86.09","86.09","84.75","","-0.85%"
"05/01/1980","85.93","88.22","88.90","85.15","","-2.47%"
"04/01/1980","88.11","94.22","94.88","88.01","","-5.85%"
"03/01/1980","93.58","87.85","93.58","87.85","","6.77%"
"02/01/1980","87.65","86.13","87.65","85.62","","1.75%"
"01/01/1980","86.14","85.32","86.14","84.79","","0.37%"
"12/01/1979","85.82","85.98","87.05","85.51","","-1.12%"
"11/01/1979","86.79","88.79","89.02","86.79","","-2.43%"
"10/01/1979","88.95","85.43","89.12","85.43","","4.10%"
"09/01/1979","85.45","87.26","87.47","85.45","","-2.00%"
"08/01/1979","87.19","86.97","87.46","86.91","","-0.14%"
"07/01/1979","87.31","87.89","87.89","86.02","","-0.61%"
"06/01/1979","87.85","90.82","90.82","87.71","","-2.96%"
"05/01/1979","90.53","90.11","91.02","89.55","","0.61%"
"04/01/1979","89.98","88.98","89.98","88.98","","1.64%"
"03/01/1979","88.53","88.28","88.59","88.09","","0.40%"
"02/01/1979","88.18","89.24","89.25","87.35","","-0.77%"
"01/01/1979","88.86","86.52","88.86","86.52","","2.73%"
"12/01/1978","86.50","90.63","90.63","86.50","","-4.12%"
"11/01/1978","90.22","86.68","90.22","86.68","","8.61%"
"10/01/1978","83.07","88.88","88.88","82.07","","-6.48%"
"09/01/1978","88.83","89.73","90.54","88.67","","-1.30%"
"08/01/1978","90.00","90.90","91.13","88.00","","-1.03%"
"07/01/1978","90.94","93.17","93.23","90.94","","-2.77%"
"06/01/1978","93.53","95.45","95.58","93.53","","-2.02%"
"05/01/1978","95.46","95.58","97.11","95.39","","-0.17%"
"04/01/1978","95.62","93.40","96.19","93.40","","1.90%"
"03/01/1978","93.84","94.56","96.10","93.84","","-0.80%"
"02/01/1978","94.60","96.81","97.10","94.57","","-2.11%"
"01/01/1978","96.64","95.21","97.87","94.99","","0.21%"
"12/01/1977","96.44","100.15","100.15","96.44","","-3.92%"
"11/01/1977","100.37","100.42","101.46","100.00","","-0.58%"
"10/01/1977","100.96","102.69","102.91","100.96","","-2.18%"
"09/01/1977","103.21","103.69","103.99","103.21","","-0.41%"
"08/01/1977","103.64","102.97","103.83","102.66","","0.76%"
"07/01/1977","102.86","103.80","103.80","101.78","","-0.94%"
"06/01/1977","103.84","104.51","104.55","103.82","","-0.65%"
"05/01/1977","104.52","104.41","104.76","104.22","","0.12%"
"04/01/1977","104.39","104.93","105.04","104.39","","-0.61%"
"03/01/1977","105.03","105.28","105.50","104.88","","-0.22%"
"02/01/1977","105.26","105.70","105.79","105.08","","-0.27%"
"01/01/1977","105.54","104.17","106.01","104.09","","0.94%"
"12/01/1976","104.56","106.23","106.23","104.52","","-1.53%"
"11/01/1976","106.19","106.10","106.19","105.56","","0.24%"
"10/01/1976","105.94","105.82","106.31","105.25","","0.42%"
"09/01/1976","105.50","105.94","106.01","105.37","","-0.59%"
"08/01/1976","106.13","106.39","106.88","106.00","","-0.40%"
"07/01/1976","106.56","106.59","107.21","106.53","","-0.08%"
"06/01/1976","106.64","107.39","107.60","106.64","","-0.61%"
"05/01/1976","107.29","106.29","107.29","105.61","","1.00%"
"04/01/1976","106.23","105.37","106.57","105.37","","0.84%"
"03/01/1976","105.34","104.01","106.02","104.01","","1.62%"
"02/01/1976","103.66","103.52","103.81","102.95","","-0.21%"
"01/01/1976","103.88","103.49","103.88","102.91","","0.36%"
"12/01/1975","103.51","103.37","103.92","103.17","","-0.02%"
